AccessID,AccessID Status,Block Name,Circuit ID,Clone Type,Comments,Connected Customer Unit,Connected Equipment ID,Connected Fiber ID,Connected Landlord ID,Connected Port ID,Connected Port Type,Connected Segment ID,Connected Structure ID,connector type,Count of Pair,Creation User,Date Created,Date Modified,DROP_ID,EDITTRACKINGDATE,EDITTRACKINGUSER,Block Slot,Equipment Port Number,Equipment IPID,External connection,Fusion fiber connection,Home Passed,Inport-OutPort,Item of Plant ID,IPID FKey,Is Delete,Is From End,Is Planning,OLT Large Name,Last User,0,OBJECTID,OLT IPV4 direction,OLT Port Id,OLT Slot Id,Parent Component IPID,Planning Id,Port Connector Type,Port current WO,Port Function,Port Number,Port position,PORT QUANTITY,Port ID,Port Label,Port Name,Port Type,OLT Short Name,Signal IPID,Status,3-GIS ID,Timestamp,UIPID,VNO ID,Source Database,Source Table,Source ID
CAI_ONT22000010202206181100556977246999,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{3E820157-7507-4806-960E-B035D0BC58D3},,,4022931,,c9eda4a0-7c26-465e-bb76-5183ec0c5420,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,26,1560080,10.37.55.210,9,4,,,,,,,,,1,,OUTPUT 0001,Output,OH_SANALPSTD_I_7360,,Occupied,{D8310C82-BC08-4F54-88EC-EB4D5B998E90},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfuOao0QU9ivUyyFJm09RQiE=,TDC,CPQD,splitter,3002909
CAI_ONT22000010202303150932061407209091,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{E387D5E1-FD39-4F3F-830C-DAF897BF275B},,,4022918,,12a903b7-1fe2-4983-ad77-16cd1a810d9c,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,27,1560121,10.37.55.210,9,4,,,,,,,,,6,,OUTPUT 0006,Output,OH_SANALPSTD_I_7360,,Occupied,{DC9848E6-F73E-4441-BB6E-88496C954102},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRW9PEIdW4fNUfYqnqsFjdFe9PJ7JEBtkC87*Hg1SWjAw,TDC,CPQD,splitter,3003019
ef3c253d-6037-11f1-b257-ffb645f1f5b9,Reserved,,,,,,,,,,,,,,,,,,,2026-06-04T17:08:06,portaladmin,1,,{E387D5E1-FD39-4F3F-830C-DAF897BF275B},,,4024126,,77d52370-0553-493d-9290-8be56acec28f,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,28,1560118,10.37.55.210,9,4,,,,,,,,,3,,OUTPUT 0003,Output,OH_SANALPSTD_I_7360,,Reserved,{58493E06-605B-4632-B4D7-7B8A2382C30C},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRS3nfHXPiPAYAOoaaKBwf7k=,CLA,CPQD,splitter,3002956
CAI_ONT22000010202501271522262408647570,Occupied,,,,,,,,,,,,,,,,,,,2025-02-06T17:04:56,portaladmin,1,,{CB01E37D-D107-46F2-8671-601B11F2F7A4},,,4030549,,f0c8aa90-ba0b-47df-a558-ace8967dcbec,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,29,1560060,10.37.55.210,9,4,,,,,,,,,8,,OUTPUT 0008,Output,OH_SANALPSTD_I_7360,,Occupied,{0EE198FC-9C73-445C-AD14-688FF5671A27},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfhucFHMLGa1jzMdphsQ7OmQ=,TDC,CPQD,splitter,3002849
b9cbb44c-f57c-11f0-bfb9-33dfa71daa50,Occupied,,,,,,,,,,,,,,,,,,,2026-01-19T21:21:59,portaladmin,1,,{3B7C8E73-839F-4C28-B3B2-BB780EEC64E5},,,4030571,,47b6f2f5-e160-4cb5-898f-8fdf596b14be,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,30,1560496,10.37.55.210,9,4,,,,,,,,,4,,OUTPUT 0004,Output,OH_SANALPSTD_I_7360,,Occupied,{65F4C498-318A-4636-86DB-80E64B781498},,ONNET.68547000.qeVG0+f5wfPkGxDayUZNWb96+l13WNp268Ji5rOvhcGQVdXdPymxmQanLHs*yL7r,TDC,CPQD,splitter,3003764
CAI_ONT32000010202404220946159402768857,Occupied,,,,,,,,,,,,,,,andres.gomez-ext@onnetfibra.co,2026-03-31T13:43:36,2026-04-07T14:21:28,,2026-04-07T14:21:28,andres.gomez-ext@onnetfibra.co,1,,65DBEB5E-7B5C-487E-B2B8-F1591D904E38,,,,,0BF42042-F1A6-42DF-97A2-5B9D6ED5D653,,,,,OH_SANALPSTD_I_7360_PIEDECUESTA_4,andres.gomez-ext@onnetfibra.co,30,7011087,10.37.55.210,9,4,,,,,,,,,7,,OUTPUT 0007,Output,OH_SANALPSTD_I_7360,,Occupied,{968C0433-06F6-4818-8793-607E46212B6A},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRb0HwccizOjnOyPOH3YevIU=,TDC,,,
74fdfc80-5f5f-11f1-b8e3-215f88babbb3,Occupied,,,,,,,,,,,,,,,,,,,2026-06-04T18:07:42,portaladmin,1,,{3B7C8E73-839F-4C28-B3B2-BB780EEC64E5},,,4030550,,a420df48-531b-4d72-89f1-4995b7334c90,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,31,1560500,10.37.55.210,9,4,,,,,,,,,8,,OUTPUT 0008,Output,OH_SANALPSTD_I_7360,,Occupied,{49F3548D-0C20-4543-AB05-D673D8745EE5},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfvAt1Ar0+bZPsRSqb99Yu9o=,CLA,CPQD,splitter,3003768
57bf8e04-f87c-11f0-9756-eb4403a45a25,Occupied,,,,,,,,,,,,,,,,,,M1438782,2026-01-24T15:34:47,portaladmin,1,,{3E820157-7507-4806-960E-B035D0BC58D3},,,,,46b2b086-4a46-4106-86a6-e82c1fde1249,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,32,1560087,10.37.55.210,9,4,,,,,,,,,8,,OUTPUT 0008,Output,OH_SANALPSTD_I_7360,,Occupied,{021D4312-B72F-4B31-809E-E5BB37F497F1},,ONNET.68547000.UiFMflhfJcCQf11wCOcHfpUyPtnvhwBe3V+IQxQbbw0=,TDC,CPQD,splitter,3002916
CAI_ONT42000120202202251005405117438181,Occupied,,,,,,,,,,,,,,,andres.gomez-ext@onnetfibra.co,2026-03-31T13:43:36,2026-04-07T14:21:28,,2026-04-07T14:21:28,andres.gomez-ext@onnetfibra.co,1,,65DBEB5E-7B5C-487E-B2B8-F1591D904E38,,,,,1C13C3F4-0DE0-4474-A1D0-47FBC5CA8506,,,,,OH_SANALPSTD_I_7360_PIEDECUESTA_4,andres.gomez-ext@onnetfibra.co,32,7011083,10.37.55.210,9,4,,,,,,,,,3,,OUTPUT 0003,Output,OH_SANALPSTD_I_7360,,Occupied,{E7F18CE8-BC2F-4C2C-A9C8-6B883A4816E4},,ONNET.68547000.4ER*5nPiEEFaNF9CQTzJRb0HwccizOjnOyPOH3YevIU=,TDC,,,
CAI_ONT00000000000000000000000001019653,Occupied,,,,,,,,,,,,,,,,,,,2024-09-12T18:12:44,THANSEL,1,,{CB01E37D-D107-46F2-8671-601B11F2F7A4},,,4030577,,7fb982f5-2fdc-4336-9f4c-5889d6ef5229,,,,,OH_SANALPSTD_I_7360_Piedecuesta_4,Proceso de Migracion,33,1560055,10.37.55.210,9,4,,,,,,,,,3,,OUTPUT 0003,Output,OH_SANALPSTD_I_7360,,Occupied,{FD222B3F-760C-423B-885E-05050DBEB262},,ONNET.68547000.qeVG0+f5wfPkGxDayUZNWVqnPefhkiunIPsicnkN9Xg=,TDC,CPQD,splitter,3002844
